observation;1;Observation;The use of instruments to directly measure or observe the actual world.  Subsequent reduction steps are allowed, even if they are significant (e.g., remapping), but a direct path must link most bits in resulting data to a sensor reading or messenger particle.
theory;1;Theory;The production of data artefacts from physical principles with the goal of modelling the world without reference to specific individual world objects.  Examples would include common cosmological simulations or model spectra of atmospheres.
artificial;1;Artificial;The production of data artefacts with the goal of predicting observations of specific individual world objects, usually taking into account properties of certain instruments or instrument classes.  An example would be images generated from catalogues for exercising pipelines or reduction software.
