fred-young-submillimeter-telescope;1;Fred Young Submillimeter Telescope;proposed radio telescope in Antofagasta Region, Chile;skos:altLabel(Fred Young Submillimeter Telescope) skos:altLabel(Cornell Caltech Atacama Telescope) skos:altLabel(Cerro Chajnantor Atacama Telescope)
cerro-tololo-inter-american-observatory;1;Cerro Tololo Inter-American Observatory;observatory in Chile;skos:altLabel(Obserwatorium Cerro Tololo) skos:altLabel(Cerro Tololo Interamerican Observatory) skos:altLabel( -  ) skos:altLabel(Observatorio Cerro Tololo) skos:altLabel(Cerro Tololo Observatory) skos:altLabel(  -) skos:altLabel(CTIO) skos:altLabel(Cerro Tololo Inter-American Observatory) skos:altLabel(807 CT) skos:altLabel(Observatorio Interamericano de Cerro Tololo) skos:altLabel(Observatorio de cerro tololo) skos:altLabel(Cerro Tololo) skos:altLabel(Observatoire inter-americain du Cerro Tololo)
neutron;1;Neutron;orbital launch vehicle under development by Rocket Lab;
heliotropion;1;heliotropion;;
htv-x;1;HTV-X;Japanese cargo spacecraft;skos:altLabel(New Space-Station Resupply Vehicle)
voyager-station;1;Voyager Station;proposed hotel space station;
opusat-ii;1;OPUSAT-II;type of CubeSat;
wigglesworth-observatory;1;Wigglesworth Observatory;;skos:altLabel(Wigglesworth-Observatorium)
rsp-01;1;RSP-01;;
phoenix;1;PHOENIX;;
ov3-3;1;OV3-3;US Air Force satellite;
larets;1;Larets;;
ling-qiao;1;Ling Qiao;40136;skos:altLabel(LING QIAO) skos:altLabel(LQ)
losat-x;1;LOSAT-X;21553;
pac-a;1;PAC-A;;skos:altLabel(Package Attitude Control) skos:altLabel(PAC A)
long-march-10;1;Long March 10;Chinese launch Vehicle;skos:altLabel(CZ-5Z) skos:altLabel(921 rocket) skos:altLabel(Chang Zheng 10) skos:altLabel(921) skos:altLabel(CZ-5DY) skos:altLabel(LM-10) skos:altLabel(10) skos:altLabel(CZ-10) skos:altLabel(G) skos:altLabel(Chinese next-generation crewed launch vehicle)
guaranisat-1;1;GuaraniSat-1;Paraguayan satellite;
camilla;1;Camilla;spacecraft and mission concept proposed for NASAs New Frontiers program set to launch in 2026;
asgardia-1;1;Asgardia 1;artificial satellite;skos:altLabel(ASGARDIA 1)
ogo-4;1;OGO 4;American geophysical research satellite;skos:altLabel(OGO-D) skos:altLabel(S50A) skos:altLabel(Orbiting Geophysical Observatory 4) skos:altLabel(POGO 2)
ogo-5;1;OGO 5;American geophysical research satellite;skos:altLabel(EGO-3) skos:altLabel(S59) skos:altLabel(OGO-E) skos:altLabel(Orbiting Geophysical Observatory 5) skos:altLabel(EOGO 3) skos:altLabel(EGO-B)
ogo-6;1;OGO 6;American geophysical research satellite;skos:altLabel(POGO 3) skos:altLabel(S60) skos:altLabel(OGO-F) skos:altLabel(PL-691D) skos:altLabel(Orbiting Geophysical Observatory 6)
stars-ec;1;STARS-EC;Nanosatellite;
q105968870;1;Q105968870;;
turkmenistan-memorial-capsule;1;Turkmenistan Memorial Capsule;memorial satellite launched in 2005;
challenge-one;1;Challenge One;artificial satellite;
vermilion-river-observatory;1;Vermilion River Observatory;;skos:altLabel(Vermilion River Radio Observatory) skos:altLabel(VRO)
illinois-400-foot-radio-telescope;1;Illinois 400-foot radio telescope;;
illinois-120-foot-telescope;1;Illinois 120-foot telescope;;
observatorium-tusculanum;1;Observatorium Tusculanum;;skos:altLabel(Observatorium Tuscalanum)
q106066524;1;Q106066524;;
enxaneta;1;Enxaneta;nanosatellite of the Generalitat de Catalunya;skos:altLabel(Enxaneta) skos:altLabel(3B5GSAT)
grbalpha;1;GRBAlpha;gamma ray burst detection technological demo nanosatellite;
chang-e-3;1;Chang'e 3;lunar exploration mission operated by the China National Space Administration;skos:altLabel( 3) skos:altLabel( -3) skos:altLabel(Thuong Nga tam hieu) skos:altLabel(Thuong Nga 3) skos:altLabel( -) skos:altLabel(3)
chankillo;1;Chankillo;human settlement;skos:altLabel(Chankillo) skos:altLabel(Complejo arqueoastronomico de Chankillo) skos:altLabel(Chanquillo) skos:altLabel(Complejo arqueologico de Chankillo) skos:altLabel(   -)
gregorian-reflecting-telescope;1;Gregorian reflecting telescope;Gregorian reflecting telescope of 2 1/2 inch aperture and 18 inch focal length by Benjamin Martin, London, on an altazimuth stand with a folding claw foot tripod;
gregorian-reflecting-telescope;1;Gregorian reflecting telescope;Gregorian reflecting telescope of 2 1/2 inch aperture and 17 inch focal length, unsigned, on an altazimuth mounting with a folding claw tripod stand.;
suisen;1;Suisen;Japanese satellite;
shenzhou-2;1;Shenzhou 2;2001 Chinese uncrewed spaceflight;skos:altLabel(Sen-cou 2) skos:altLabel(' 2) skos:altLabel(-2)
vss-imagine;1;VSS Imagine;suborbital rocket-powered crewed spaceplane;
progress-10;1;Progress 10;Soviet uncrewed Progress cargo spacecraft;
progress-11;1;Progress 11;Soviet uncrewed Progress cargo spacecraft;
progress-12;1;Progress 12;Soviet uncrewed Progress cargo spacecraft;
progress-13;1;Progress 13;Soviet uncrewed Progress cargo spacecraft;
progress-14;1;Progress 14;Soviet uncrewed Progress cargo spacecraft;
progress-15;1;Progress 15;Soviet uncrewed Progress cargo spacecraft;
progress-16;1;Progress 16;Soviet uncrewed Progress cargo spacecraft;
progress-18;1;Progress 18;Soviet uncrewed Progress cargo spacecraft;
progress-17;1;Progress 17;Soviet uncrewed Progress cargo spacecraft;
progress-19;1;Progress 19;Soviet uncrewed Progress cargo spacecraft;
progress-21;1;Progress 21;Soviet uncrewed Progress cargo spacecraft;
progress-23;1;Progress 23;Soviet uncrewed Progress cargo spacecraft;
progress-22;1;Progress 22;Soviet uncrewed Progress cargo spacecraft;
progress-25;1;Progress 25;Soviet uncrewed Progress cargo spacecraft;
progress-24;1;Progress 24;Soviet uncrewed Progress cargo spacecraft;
progress-26;1;Progress 26;Soviet uncrewed Progress cargo spacecraft;
progress-27;1;Progress 27;Soviet uncrewed Progress cargo spacecraft;
progress-28;1;Progress 28;Soviet uncrewed Progress cargo spacecraft;
progress-29;1;Progress 29;Soviet uncrewed Progress cargo spacecraft;
progress-31;1;Progress 31;Soviet uncrewed Progress cargo spacecraft;
progress-30;1;Progress 30;Soviet uncrewed Progress cargo spacecraft;
progress-32;1;Progress 32;Soviet uncrewed Progress cargo spacecraft;
progress-33;1;Progress 33;Soviet uncrewed Progress cargo spacecraft;
progress-35;1;Progress 35;Soviet uncrewed Progress cargo spacecraft;
progress-34;1;Progress 34;Soviet uncrewed Progress cargo spacecraft;
progress-36;1;Progress 36;Soviet uncrewed Progress cargo spacecraft;
progress-37;1;Progress 37;Soviet uncrewed Progress cargo spacecraft;
progress-38;1;Progress 38;Soviet uncrewed Progress cargo spacecraft;
progress-39;1;Progress 39;Soviet uncrewed Progress cargo spacecraft;
progress-4;1;Progress 4;Soviet uncrewed Progress cargo spacecraft;
progress-40;1;Progress 40;Soviet uncrewed Progress cargo spacecraft;
progress-41;1;Progress 41;Soviet uncrewed Progress cargo spacecraft;
progress-5;1;Progress 5;Soviet uncrewed Progress cargo spacecraft;
progress-6;1;Progress 6;Soviet uncrewed Progress cargo spacecraft;
progress-7;1;Progress 7;Soviet uncrewed Progress cargo spacecraft;
progress-8;1;Progress 8;Soviet uncrewed Progress cargo spacecraft;
progress-9;1;Progress 9;Soviet uncrewed Progress cargo spacecraft;
progress-m-14;1;Progress M-14;;
progress-m-19;1;Progress M-19;Russian uncrewed cargo spacecraft;
progress-m-20;1;Progress M-20;;
progress-m-21;1;Progress M-21;Russian uncrewed cargo spacecraft;
progress-m-22;1;Progress M-22;Russian cargo spacecraft;
progress-m-23;1;Progress M-23;Russian cargo spacecraft;
progress-m-25;1;Progress M-25;Russian cargo spacecraft;
progress-m-26;1;Progress M-26;Russian cargo spacecraft;
progress-m-27;1;Progress M-27;Russian cargo spacecraft;
progress-m-28;1;Progress M-28;Russian cargo spacecraft;
progress-m-29;1;Progress M-29;Russian cargo spacecraft;
progress-m-30;1;Progress M-30;Russian cargo spacecraft;
progress-m-31;1;Progress M-31;Russian cargo spacecraft;
usa-304;1;USA-304;GPS III satellite;skos:altLabel(GPS-III SV03) skos:altLabel(Matthew Henson) skos:altLabel(GPS SVN 76) skos:altLabel(Navstar 79) skos:altLabel(GPS-3 3)
usa-293;1;USA-293;GPS III satellite;skos:altLabel(Navstar 78) skos:altLabel(GPS-III SV02) skos:altLabel(GPS-3 2) skos:altLabel(Magellan) skos:altLabel(GPS SVN 75)
usa-309;1;USA-309;GPS III satellite;skos:altLabel(Sacagawea) skos:altLabel(GPS-III SV04) skos:altLabel(GPS-3 4) skos:altLabel(Navstar 80) skos:altLabel(GPS SVN 77)
rble;1;RBLE;Radiation belt loss experiment microsatellite;skos:altLabel(DELLINGR)
elana-22;1;ELaNa-22;cubesat deployment NASA mission;
osiris-3u;1;OSIRIS-3U;microsatellite of Pennsylvania university;
kosmos-133;1;Kosmos 133;uncrewed flight of the Soyuz programme;skos:altLabel(Kosmos 133)
sakigake;1;Sakigake;space probe;skos:altLabel(MS-T5) skos:altLabel(Sakigake)
mars-5;1;Mars 5;space probe;
particles-and-fields-subsatellites;1;Particles and Fields subsatellites;The Apollo 15 and Apollo 16 missions carried a small subsatellite;skos:altLabel(P&FS)
zhurong;1;Zhurong;Mars rover;skos:altLabel(Cu-zung) skos:altLabel(Zhurong rover)
usa-197;1;USA-197;32287;skos:altLabel(USA 197)
lunar-orbiter-3;1;Lunar Orbiter 3;American lunar orbiter;skos:altLabel(Lunar Orbiter III)
lunar-orbiter-4;1;Lunar Orbiter 4;space probe;skos:altLabel(Lunar Orbiter IV)
volkssternwarte-adolph-diesterweg-radebeul;1;Volkssternwarte Adolph Diesterweg Radebeul;;
neptune-odyssey;1;Neptune Odyssey;NASA orbiter mission concept to study the Neptune system;
mars-4;1;Mars 4;space probe;
thirty-meter-telescope;1;Thirty Meter Telescope;proposed extremly large telescope;skos:altLabel(TMT) skos:altLabel(Thirty Meter Telescope) skos:altLabel(Tmt)
zdanice-observatory;1;Zdanice Observatory;;
russian-orbital-service-station;1;Russian Orbital Service Station;proposed Russian space station;skos:altLabel(ROSS)
stockholm-observatory;1;Stockholm Observatory;;
las-campanas-observatory;1;Las Campanas Observatory;observatory;skos:altLabel(LCO) skos:altLabel(Las Campanas Observatorium) skos:altLabel(Las Campanas Observatory) skos:altLabel(Las Campanas) skos:altLabel(Osservatorio astronomico di Las Campanas) skos:altLabel(Las Capanas Sterrenwacht) skos:altLabel(Las Campanas-Observatorium) skos:altLabel(Oberwatorium Las Campanas)
interstellar-express;1;Interstellar Express;Chinese pair of space probes to explore interstellar space.;skos:altLabel(Interstellar Heliosphere Probe) skos:altLabel(IHP)
tianzhou-2;1;Tianzhou 2;Tianzhou 2 is a unmaned cargo spacecraft created by China.;skos:altLabel(Tianzhou-2) skos:altLabel( 2) skos:altLabel(Thien Chu-2)
roque-de-los-muchachos-observatory;1;Roque de los Muchachos Observatory;Spanish astronomical observatory;skos:altLabel(Observatorio del Roque de los Muchachos) skos:altLabel(Observatoire de Roque de los Muchachos) skos:altLabel(lapalma) skos:altLabel(Observatorio Astrofisico do Roque de los Muchachos) skos:altLabel(Roque de los Muchachos) skos:altLabel(Observatorio astrofisico del Roque de los Muchachos) skos:altLabel(Roque de los Muchachos observatorio) skos:altLabel(ORM) skos:altLabel( -) skos:altLabel(Roque de los Muchachos Observatorium) skos:altLabel(Roque de los Muchachos Observatory) skos:altLabel(Observatori Roque de los Muchachos)
q106928083;1;Q106928083;;skos:altLabel(Planetario de Seron)
mars-telecommunications-orbiter;1;Mars Telecommunications Orbiter;cancelled Mars mission that was originally intended to launch in 2009 and would have established an Interplanetary Internet between Earth and Mars;skos:altLabel(MTO) skos:altLabel(Mars Telecommunications Orbiter) skos:altLabel(Mars Telecomunications Orbiter) skos:altLabel(Mars science and telecommunications orbiter)
cherenkov-telescope-array;1;Cherenkov Telescope Array;multinational open observatory project to build a new generation ground-based gamma-ray instrument in the energy range extending from some tens of GeV to about 300 TeV;skos:altLabel(CTAO) skos:altLabel(Cherenkov Telescope Array Observatory) skos:altLabel(Cherenkov Telescope Array) skos:altLabel(Pole Cerenkovovych teleskopu) skos:altLabel(CTA) skos:altLabel(CTA Observatory)
saturn-sa-1;1;Saturn SA-1;1961 mission in NASA's Apollo spaceflight program;skos:altLabel(Apollo SA-1 Test Flight) skos:altLabel(Saturn I SA-1) skos:altLabel(SA 1) skos:altLabel(Saturn SA-1) skos:altLabel(SA-1) skos:altLabel(Ilk Missiya) skos:altLabel( I SA-)
